"","Id","MSSubClass","MSZoning","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"44",44,20,"RL",9.12695876303713,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",5.63478960316925,"BLQ",6.19644412779452,5.11799381241676,6.84374994900622,"GasA","TA","Y","SBrkr",6.84374994900622,0,0,6.84374994900622,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1977,"Unf",1,5.73009978297357,"TA","TA","Y",4.97673374242057,0,0,0,0,0,0,7,2008,"WD","Normal",11.7772109596156
"45",45,20,"RL",8.98029807897082,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",5.18738580584075,"BLQ",6.22653666928747,6.14203740558736,7.0475172213573,"GasA","Ex","Y","FuseA",7.0475172213573,0,0,7.0475172213573,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1959,"RFn",1,5.7037824746562,"TA","TA","Y",0,0,0,0,0,0,0,5,2006,"WD","Normal",11.8565151693603
"46",46,120,"RL",8.94350613203724,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",6.02102334934953,"Ex","TA","PConc","Ex","TA","No","GLQ",6.12249280951439,"Unf",0,7.16703787691222,7.46851327149634,"GasA","Ex","Y","SBrkr",7.46851327149634,0,0,7.46851327149634,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2005,"RFn",2,6.35610766069589,"TA","TA","Y",5.27811465923052,4.40671924726425,0,0,0,0,0,2,2010,"WD","Normal",12.6757637259376
"47",47,50,"RL",9.4589177245472,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",7.2086003379602,"Unf",0,4.4188406077966,7.26822302115957,"GasA","Ex","Y","SBrkr",7.32514895795557,6.44730586254121,0,7.67275789664251,1,0,1,1,1,1,"Gd",6,"Typ",1,"Attchd",2003,"RFn",2,6.50727771238501,"TA","TA","Y",5.12396397940326,3.76120011569356,0,0,5.28826703069454,0,0,8,2009,"WD","Abnorml",12.3870850123755
"48",48,20,"FV",9.31433996199467,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",3.17805383034795,"Unf",0,7.39756153552405,7.4121603349452,"GasA","Ex","Y","SBrkr",7.4121603349452,0,0,7.4121603349452,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2006,"RFn",3,6.71659477352098,"TA","TA","Y",0,4.98360662170834,0,0,0,0,0,7,2007,"WD","Normal",12.4280154762679
"49",49,190,"RM",8.40200678160712,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.60123011872888,6.60123011872888,"GasA","Gd","Y","SBrkr",6.60123011872888,6.57368016696065,0,7.28069719538474,0,0,2,0,2,3,"TA",8,"Typ",0,"CarPort",1824.68430953152,"Fin",0,0,"Ex","Po","N",0,0,4.62497281328427,0,0,0,0,6,2009,"New","Partial",11.6351430976945
"50",50,20,"RL",8.95441533113759,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.63725803128446,"Unf",0,5.25749537202778,6.86171134048073,"GasA","Ex","Y","SBrkr",6.86171134048073,0,0,6.86171134048073,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1966,"Unf",1,5.95583736946483,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",11.7519423654407
"51",51,60,"RL",9.53741141265633,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",5.2040066870768,"Unf",0,6.41673228251233,6.67708346124714,"GasA","Gd","Y","SBrkr",6.67708346124714,6.51619307604296,0,7.29301767977278,0,1,2,0,3,1,"TA",6,"Typ",0,"Attchd",1997,"Fin",2,5.96100533962327,"TA","TA","Y",0,4.31748811353631,0,0,0,0,0,7,2007,"WD","Normal",12.083905011556
"52",52,50,"RM",8.73873546136347,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,6.70441435496411,6.70441435496411,"GasA","TA","Y","SBrkr",6.70441435496411,0,5.88610403145016,7.06987412845857,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1985,"Unf",2,6.26909628370626,"TA","TA","Y",4.71849887129509,0,0,0,0,0,5.99146454710798,9,2006,"WD","Normal",11.6483301019764
"53",53,90,"RM",9.04452188728124,"IR2","Bnk","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ",4.64439089914137,"GLQ",6.56807791141198,0,6.70441435496411,"GasA","TA","N","SBrkr",6.70441435496411,0,0,6.70441435496411,1,0,1,0,2,1,"TA",5,"Typ",0,"CarPort",1963,"Unf",2,6.24610676548156,"TA","TA","Y",4.66343909411207,0,0,0,0,0,0,5,2010,"WD","Normal",11.6082356447746
"54",54,20,"RL",10.8251836490688,"IR1","Low","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",7.50108212425987,"Unf",0,3.46573590279973,7.51860721681525,"GasA","Gd","Y","SBrkr",7.51860721681525,0,0,7.51860721681525,2,0,0,1,0,1,"Gd",5,"Typ",1,"Attchd",1981,"Fin",3,6.79570577517351,"TA","TA","Y",6.75343791859778,4.27666611901606,0,0,0,0,0,11,2006,"WD","Normal",12.8609986132699
"55",55,80,"RL",8.87262736591884,"Reg","Bnk","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",5.95064255258773,"Unf",0,0,5.95064255258773,"GasA","TA","Y","SBrkr",7.2152399787301,0,0,7.2152399787301,0,0,1,0,3,1,"TA",6,"Min1",1,"Detchd",1962,"Unf",2,6.3491389913798,"TA","TA","Y",0,3.91202300542815,0,0,0,0,0,2,2007,"WD","Normal",11.7752897294377
"56",56,20,"RL",9.2276890103108,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",5.605802066296,"TA","TA","CBlock","TA","TA","No","BLQ",6.19440539110467,"Unf",0,6.84054652928869,7.26192709270275,"GasA","Gd","Y","SBrkr",7.26192709270275,0,0,7.26192709270275,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1964,"RFn",2,6.35610766069589,"TA","TA","Y",0,0,0,6.00881318544259,0,0,0,7,2008,"WD","Normal",12.1034860567551
"57",57,160,"FV",7.8804263442924,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",6.12249280951439,"Gd","TA","PConc","Gd","TA","No","GLQ",6.47543271670409,"Unf",0,5.77144112313002,6.87729607149743,"GasA","Ex","Y","SBrkr",6.89060912014717,6.62804137617953,0,7.46106551435428,1,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",1999,"Fin",2,6.17378610390194,"TA","TA","Y",4.74493212836325,0,0,0,0,0,0,8,2009,"WD","Abnorml",12.0581525154536
"58",58,60,"RL",9.36263218231844,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.75693238924755,6.75693238924755,"GasA","Ex","Y","SBrkr",6.75693238924755,6.75693238924755,0,7.4500795698075,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2004,"RFn",2,6.33682573114644,"TA","TA","Y",0,4.24849524204936,0,0,0,0,0,8,2006,"WD","Normal",12.1884177102915
"59",59,60,"RL",9.52383637932094,"IR2","HLS","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.93828448401696,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,7.25134498337221,7.25134498337221,"GasA","Ex","Y","SBrkr",7.26262860097424,7.32580750259577,0,7.98786409608569,0,0,3,1,3,1,"Gd",10,"Typ",1,"BuiltIn",2006,"Fin",3,6.46302945692067,"TA","TA","Y",5.25749537202778,0,3.61091791264422,0,0,0,0,10,2006,"New","Partial",12.9917534274931
"60",60,20,"RL",8.88183630500415,"Reg","Bnk","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",6.44888939414686,"Unf",0,4.99721227376411,6.65929391968364,"GasA","Ex","Y","SBrkr",6.65929391968364,0,0,6.65929391968364,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1973,"Unf",1,5.8636311755981,"TA","TA","Y",5.27811465923052,0,0,0,0,0,0,1,2008,"WD","Normal",11.7352686961137
"61",61,20,"RL",9.47822781709978,"Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",6.84694313958538,"Unf",0,5.37989735354046,7.05444965813294,"GasA","Ex","Y","SBrkr",7.05444965813294,0,0,7.05444965813294,1,0,1,1,3,1,"Gd",5,"Typ",0,"Detchd",2006,"Unf",2,6.35610766069589,"TA","TA","Y",0,3.91202300542815,0,0,0,0,0,5,2006,"New","Partial",11.9703503120091
"62",62,75,"RM",8.88183630500415,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,6.27287700654617,6.27287700654617,"GasA","TA","N","SBrkr",6.36475075685191,6.27287700654617,0,7.01301578963963,0,0,1,0,3,1,"Fa",6,"Typ",0,"Detchd",1935,"Unf",1,5.66296048013595,"TA","TA","N",0,0,4.969813299576,0,0,0,0,3,2007,"WD","Normal",11.5228757958234
"63",63,120,"RL",8.77059432989114,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",5.18178355029209,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",3.17805383034795,"Unf",0,7.20489251020467,7.22256601882217,"GasA","Ex","Y","SBrkr",7.22256601882217,0,0,7.22256601882217,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2006,"RFn",2,6.18208490671663,"TA","TA","Y",4.78749174278205,3.89182029811063,0,0,0,0,0,10,2007,"WD","Normal",12.2184951655287
"64",64,70,"RM",9.23989917421773,"IR1","Bnk","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.35610766069589,6.35610766069589,"GasA","Gd","Y","SBrkr",6.80461452006262,6.69456205852109,0,7.44424864949671,0,0,2,0,3,1,"TA",9,"Typ",0,"Detchd",1990,"Unf",2,6.17378610390194,"TA","TA","Y",2.484906649788,2.39789527279837,4.15888308335967,0,0,0,0,4,2010,"WD","Normal",11.8493977015914
"65",65,60,"RL",9.14580185083861,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",6.35088571671474,"TA","TA","PConc","Gd","TA","No","GLQ",6.6052979209482,"Unf",0,5.76205138278018,6.96318998587024,"GasA","Ex","Y","SBrkr",6.96318998587024,6.88448665204278,0,7.61775957660851,1,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",1998,"RFn",2,6.46925031679577,"TA","TA","Y",6.35610766069589,3.58351893845611,0,0,0,0,0,2,2009,"WD","Normal",12.2991075114974
"66",66,60,"RL",9.16858043772795,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.8406416573734,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,7.04141166379481,7.04141166379481,"GasA","Ex","Y","SBrkr",7.04141166379481,7.1929342212158,0,7.81318726752142,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",2004,"RFn",3,6.74758652682932,"TA","TA","Y",5.25749537202778,5.01727983681492,0,0,0,0,0,10,2007,"WD","Normal",12.6666570528594
"67",67,20,"RL",9.89847501071258,"Reg","Lvl","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",5.65948221575962,"TA","TA","CBlock","Gd","TA","Gd","GLQ",6.81563999007433,"Unf",0,6.94215670569947,7.5740450053722,"GasA","TA","Y","SBrkr",7.69938940625674,0,0,7.69938940625674,1,0,2,0,3,1,"TA",7,"Min1",1,"Attchd",1970,"RFn",2,6.35610766069589,"TA","TA","Y",5.70711026474888,0,0,0,0,0,0,7,2010,"WD","Normal",12.1007121298723
"68",68,20,"RL",9.27472263090545,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.11799381241676,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.92067150424868,"Unf",0,6.08677472691231,7.28138566357028,"GasA","Ex","Y","SBrkr",7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2003,"RFn",2,6.32435896238131,"TA","TA","Y",4.969813299576,3.36729582998647,0,0,0,0,0,6,2007,"WD","Normal",12.3282902782544
"69",69,30,"RM",8.43554920237573,"Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,6.61606518513282,6.61606518513282,"GasA","TA","Y","SBrkr",6.61606518513282,0,0,6.61606518513282,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1945,"Unf",1,5.39362754635236,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal",11.289781913656
"70",70,50,"RL",9.65457737458489,"Reg","Lvl","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",6.40191719672719,"Unf",0,6.55250788703459,7.1731917424866,"GasW","TA","Y","SBrkr",7.1731917424866,6.89060912014717,0,7.73499619402278,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1953,"Fin",2,6.50279004591562,"TA","TA","Y",0,3.04452243772342,4.7361984483945,0,0,0,0,7,2006,"WD","Normal",12.3238556811866
"71",71,20,"RL",9.52156805800298,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",7.01660968389422,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",7.539027055824,"Unf",0,5.83773044716594,7.7066129139642,"GasA","Ex","Y","SBrkr",7.7066129139642,0,0,7.7066129139642,1,0,2,0,3,1,"TA",8,"Typ",2,"Attchd",1973,"Fin",2,6.24610676548156,"TA","TA","Y",5.7037824746562,0,0,0,0,0,0,2,2007,"WD","Normal",12.4049235042753
"72",72,20,"RL",8.93577193866978,"Reg","Lvl","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.33682573114644,"Unf",0,5.63478960316925,6.73933662735717,"GasA","TA","Y","SBrkr",6.73933662735717,0,0,6.73933662735717,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1987,"Unf",2,5.88610403145016,"TA","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",11.7714361601217
"73",73,60,"RL",9.224341891612,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3.68887945411394,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.72383244082121,6.72383244082121,"GasA","Gd","Y","SBrkr",6.78558764500793,6.72503364216684,0,7.4489161025442,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1998,"Fin",2,6.05678401322862,"TA","TA","Y",0,4.54329478227,0,0,5.67332326717149,0,0,12,2009,"WD","Normal",12.1281111040605
"74",74,20,"RL",9.23014299927236,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4.64439089914137,"TA","TA","CBlock","TA","TA","No","ALQ",5.76832099579377,"BLQ",5.89164421182577,6.00141487796115,6.99025650049388,"GasA","Gd","Y","SBrkr",6.99025650049388,0,0,6.99025650049388,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1989,"Unf",2,6.19440539110467,"TA","TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",11.8837991283088
"75",75,50,"RM",8.66388757056704,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,6.73340189183736,6.73340189183736,"GasA","Gd","N","SBrkr",6.73340189183736,6.63987583382654,0,7.38087903556412,0,0,2,0,3,2,"TA",8,"Typ",0,"Detchd",1915,"Unf",1,5.93753620508243,"TA","TA","Y",0,0,5.30826769740121,0,0,0,0,5,2010,"WD","Normal",11.5843154610569
"76",76,180,"RM",7.37525577800975,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",6.13556489108174,"Unf",0,0,6.13556489108174,"GasA","TA","Y","SBrkr",6.26530121273771,6.13556489108174,0,6.89568269774787,1,0,1,0,2,1,"TA",5,"Typ",0,"BuiltIn",1973,"Unf",1,5.6937321388027,"TA","TA","Y",4.78749174278205,4.61512051684126,0,0,0,0,0,11,2009,"WD","Normal",11.418614785499
"77",77,20,"RL",9.04487593224865,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",5.42934562895444,"Unf",0,6.58479139238572,6.85856503479136,"GasA","Ex","Y","FuseA",6.85856503479136,0,0,6.85856503479136,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1956,"Unf",1,5.64544689764324,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Normal",11.8185702377962
"78",78,50,"RM",9.06357899058078,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.8171111599632,"GLQ",3.71357206670431,5.68697535633982,6.51025834052315,"GasA","TA","Y","SBrkr",6.97728134163075,5.36129216570943,0,7.15851399732932,1,0,1,0,2,1,"TA",6,"Min1",0,"Detchd",1948,"Unf",1,5.48063892334199,"TA","TA","Y",0,0,0,0,0,0,0,1,2008,"WD","Normal",11.7519423654407
"79",79,90,"RL",9.28526229849344,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,7.47760424319759,7.47760424319759,"GasA","TA","N","SBrkr",7.47760424319759,0,0,7.47760424319759,0,0,2,0,4,2,"TA",8,"Typ",0,"2Types",1799.19416146715,"RFn",0,0,"Gd","Gd","Y",0,0,0,0,0,0,0,4,2010,"WD","Normal",11.8240798936072
"80",80,50,"RM",9.25339986143663,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,6.08677472691231,6.08677472691231,"GasA","Gd","Y","SBrkr",6.52502965784346,6.30627528694802,0,7.11476944836646,0,0,1,1,2,1,"TA",5,"Typ",0,"Detchd",1966,"Unf",2,6.08677472691231,"TA","TA","Y",4.30406509320417,0,4.85203026391962,0,0,0,0,5,2009,"WD","Normal",11.6082356447746
"81",81,60,"RL",9.47270463644367,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",6.35610766069589,"TA","Gd","CBlock","Gd","TA","No","Rec",6.10479323241498,"Unf",0,6.10479323241498,6.79794041297493,"GasA","TA","Y","SBrkr",7.07496319796604,6.86693328446188,0,7.66949525100769,0,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1968,"Fin",1,6.23244801655052,"TA","TA","Y",0,4.27666611901606,0,0,5.52942908751142,0,0,6,2009,"WD","Normal",12.173032791452
"82",82,120,"RM",8.41183267575841,"Reg","Lvl","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.09356977004514,"TA","Gd","PConc","Ex","Gd","No","GLQ",7.09090982207998,"Unf",0,3.58351893845611,7.12044437239249,"GasA","Ex","Y","SBrkr",7.19818357710194,0,0,7.19818357710194,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1998,"Fin",2,6.00388706710654,"TA","TA","Y",0,5.29330482472449,0,0,0,0,0,3,2006,"WD","Normal",11.9414558460094
"83",83,20,"RL",9.23073106162392,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",6.14846829591765,"TA","TA","PConc","Gd","TA","No","GLQ",3.49650756146648,"Unf",0,7.33302301438648,7.35436233042148,"GasA","Ex","Y","SBrkr",7.35436233042148,0,0,7.35436233042148,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2007,"RFn",3,6.63068338564237,"TA","TA","Y",4.969813299576,4.59511985013459,0,0,0,0,0,10,2008,"WD","Normal",12.4090134895269
"84",84,20,"RL",9.09290727508409,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",4.18965474202643,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,6.97073007814353,6.97073007814353,"GasA","Gd","Y","SBrkr",6.97073007814353,0,0,6.97073007814353,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",1974,"Unf",2,6.13339804299665,"TA","TA","Y",4.30406509320417,0,0,0,0,0,0,7,2007,"COD","Normal",11.7479975871497
"85",85,80,"RL",9.05134464048573,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3.09104245335832,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,5.95064255258773,5.95064255258773,"GasA","Gd","Y","SBrkr",6.68959926917897,6.50727771238501,0,7.29573507274928,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",1995,"Fin",2,5.99146454710798,"TA","TA","Y",4.78749174278205,4.27666611901606,0,0,0,0,6.5510803350434,5,2009,"WD","Normal",12.0346910287746
"86",86,60,"RL",9.68402471906149,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",5.64897423816121,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,7.1608459066643,7.1608459066643,"GasA","Ex","Y","SBrkr",7.1708884785125,7.01750614294126,0,7.79028238070348,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",1991,"Unf",2,6.13556489108174,"TA","TA","Y",4.84418708645859,4.40671924726425,0,0,0,0,0,4,2006,"WD","Normal",12.4684369099977
"87",87,60,"RL",9.3852176218809,"IR2","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.52795791762255,6.52795791762255,"GasA","Ex","Y","SBrkr",6.52795791762255,6.77536609093639,0,7.35244110024358,0,0,2,1,3,1,"Gd",6,"Typ",1,"BuiltIn",2005,"Fin",2,5.99146454710798,"TA","TA","Y",4.60517018598809,3.63758615972639,0,0,0,0,0,3,2009,"WD","Normal",12.0668105781967
"88",88,160,"FV",8.28172399041139,"Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",4.33073334028633,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.41673228251233,6.41673228251233,"GasA","Ex","Y","SBrkr",6.41673228251233,6.41673228251233,0,7.10987946307227,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2009,"RFn",2,6.26909628370626,"TA","TA","Y",0,5.4553211153577,0,0,0,0,0,6,2009,"New","Partial",12.0106658491876
